Location/Field,Leaf_Color,Symptoms,Whitefly_Presence,Temperature,Humidity,Soil_Moisture,Previous_Crop,Cotton_Variety,Disease_Type
Telangana,Green,Twist or Curl upwards,Yes,26.59659152,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,20.65100535,Low,Moist,Grains,Hybrid,Fusarium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,20.58016581,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,23.09937175,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Rajasthan,Yellow,Wilting,No,34.97585872,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Andhra Pradesh,Yellow,Wilting,No,16.09932614,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Haryana,Yellow,Wilting,No,26.57083636,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Madhya Pradesh,Green,Absent,No,16.65144316,Low,Warm,Legumes,Hybrid,Normal
Madhya Pradesh,Brown,Lesions,No,18.0904166,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Uttar Pradesh,Brown,Lesions,No,23.79125884,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Madhya Pradesh,Green,Absent,No,25.20920263,High,Warm,Oilseeds,Region-Specific,Normal
Gujarat,Green,Absent,No,20.17584817,Low,Warm,Legumes,Region-Specific,Normal
Gujarat,Green,Absent,No,21.32914262,Low,Warm,Grains,Hybrid,Normal
Andhra Pradesh,Brown,Lesions,No,16.73934041,High,Warm,Legumes,Region-Specific,Bacterial Blight
Chhattisgarh,Green,Twist or Curl upwards,Yes,21.06439568,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Odisha,Green,Absent,No,34.33116879,Mid,Warm,Grains,Region-Specific,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,33.89414763,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Green,Twist or Curl upwards,Yes,21.6975658,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Madhya Pradesh,Yellow,Wilting,No,26.41707873,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Maharashtra,Brown,Lesions,No,33.19190782,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Punjab,Green,Twist or Curl upwards,Yes,15.12367645,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Brown,Lesions,No,31.21367141,Low,Warm,Grains,Region-Specific,Bacterial Blight
Uttar Pradesh,Brown,Lesions,No,33.96739106,Mid,Warm,Grains,Hybrid,Bacterial Blight
Chhattisgarh,Yellow,Wilting,No,16.82651469,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Maharashtra,Brown,Lesions,No,18.22895372,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Karnataka,Green,Twist or Curl upwards,Yes,34.21492606,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,25.75080287,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,15.28393269,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Karnataka,Green,Twist or Curl upwards,Yes,20.15263998,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Brown,Lesions,No,23.99887349,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Jharkhand,Green,Twist or Curl upwards,Yes,28.85817822,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Punjab,Yellow,Wilting,No,29.66320756,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Jharkhand,Brown,Lesions,No,34.90843026,Low,Warm,Grains,Hybrid,Bacterial Blight
Uttar Pradesh,Green,Absent,No,20.75022399,High,Warm,Grains,Hybrid,Normal
Maharashtra,Green,Twist or Curl upwards,Yes,25.76440204,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Green,Twist or Curl upwards,Yes,25.66647096,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,23.11290519,Low,Dry,Grains,Hybrid,Verticillium Wilt
Haryana,Green,Absent,No,18.38323788,High,Warm,Oilseeds,Hybrid,Normal
Telangana,Green,Absent,No,34.54913126,High,Warm,Grains,Region-Specific,Normal
Rajasthan,Yellow,Wilting,No,32.06634373,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Chhattisgarh,Green,Absent,No,24.96666057,Low,Warm,Legumes,Region-Specific,Normal
West Bengal,Yellow,Wilting,No,27.06490845,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Telangana,Yellow,Wilting,No,19.54522107,Low,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Maharashtra,Green,Absent,No,25.87574141,Mid,Warm,Grains,Hybrid,Normal
Tamil Nadu,Yellow,Wilting,No,28.89940266,High,Moist,Grains,Region-Specific,Fusarium Wilt
Odisha,Green,Absent,No,25.30334057,High,Warm,Legumes,Region-Specific,Normal
Rajasthan,Green,Absent,No,34.80570341,Mid,Warm,Legumes,Region-Specific,Normal
Punjab,Green,Absent,No,27.22683312,Low,Warm,Legumes,Hybrid,Normal
Maharashtra,Green,Twist or Curl upwards,Yes,22.41947425,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Green,Absent,No,30.44304055,High,Warm,Grains,Hybrid,Normal
Gujarat,Green,Twist or Curl upwards,Yes,18.40925023,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Brown,Lesions,No,22.69031627,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Punjab,Yellow,Wilting,No,21.93917901,High,Dry,Grains,Region-Specific,Verticillium Wilt
West Bengal,Yellow,Wilting,No,23.6361419,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Haryana,Yellow,Wilting,No,30.63559652,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Madhya Pradesh,Brown,Lesions,No,24.68346064,High,Warm,Grains,Region-Specific,Bacterial Blight
Jharkhand,Green,Absent,No,30.88028901,Low,Warm,Oilseeds,Hybrid,Normal
Haryana,Yellow,Wilting,No,26.52977806,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Jharkhand,Brown,Lesions,No,21.84138869,High,Warm,Grains,Hybrid,Bacterial Blight
Maharashtra,Brown,Lesions,No,31.19957487,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Gujarat,Yellow,Wilting,No,19.76579341,Low,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Green,Twist or Curl upwards,Yes,19.4876596,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Green,Twist or Curl upwards,Yes,25.09005848,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,20.21698492,Mid,Warm,Oilseeds,Hybrid,Normal
Uttar Pradesh,Green,Absent,No,15.1817407,Low,Warm,Oilseeds,Region-Specific,Normal
Tamil Nadu,Brown,Lesions,No,27.96595055,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Chhattisgarh,Green,Absent,No,25.22187643,High,Warm,Oilseeds,Hybrid,Normal
Maharashtra,Green,Twist or Curl upwards,Yes,23.91035629,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,34.33937029,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Gujarat,Yellow,Wilting,No,26.42398368,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,32.26863156,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Punjab,Green,Absent,No,17.78900472,Mid,Warm,Legumes,Region-Specific,Normal
Jharkhand,Yellow,Wilting,No,26.38412926,Low,Moist,Grains,Region-Specific,Fusarium Wilt
Punjab,Yellow,Wilting,No,32.35959253,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Gujarat,Brown,Lesions,No,26.66211515,High,Warm,Legumes,Region-Specific,Bacterial Blight
Odisha,Green,Absent,No,29.36028356,Mid,Warm,Grains,Hybrid,Normal
Uttar Pradesh,Brown,Lesions,No,22.44087136,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Punjab,Yellow,Wilting,No,16.84899034,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Karnataka,Brown,Lesions,No,24.1580059,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Chhattisgarh,Green,Absent,No,22.88958782,Low,Warm,Oilseeds,Hybrid,Normal
Telangana,Green,Twist or Curl upwards,Yes,32.34120365,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,19.87990605,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,34.33468455,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,34.1627624,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Jharkhand,Green,Twist or Curl upwards,Yes,19.95263286,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,21.96103911,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Madhya Pradesh,Green,Absent,No,32.91111482,Low,Warm,Grains,Hybrid,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,34.33244442,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Green,Twist or Curl upwards,Yes,23.86878206,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,21.41994091,Low,Warm,Grains,Hybrid,Normal
Chhattisgarh,Brown,Lesions,No,25.52188027,High,Warm,Grains,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,28.75538413,High,Dry,Legumes,Hybrid,Verticillium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,20.46949031,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,29.72946349,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Haryana,Brown,Lesions,No,16.03314714,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Jharkhand,Brown,Lesions,No,15.98588986,High,Warm,Legumes,Hybrid,Bacterial Blight
Karnataka,Green,Twist or Curl upwards,Yes,22.7257541,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Green,Absent,No,22.06946384,Low,Warm,Oilseeds,Hybrid,Normal
Karnataka,Green,Twist or Curl upwards,Yes,21.31266431,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Green,Twist or Curl upwards,Yes,24.82039525,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
West Bengal,Green,Absent,No,21.41467165,Mid,Warm,Grains,Region-Specific,Normal
Karnataka,Yellow,Wilting,No,18.84515837,Low,Moist,Grains,Hybrid,Fusarium Wilt
Madhya Pradesh,Green,Absent,No,21.18939098,Mid,Warm,Grains,Hybrid,Normal
West Bengal,Green,Twist or Curl upwards,Yes,34.49808546,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Yellow,Wilting,No,23.22226834,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Karnataka,Green,Absent,No,23.89425554,Mid,Warm,Grains,Hybrid,Normal
Uttar Pradesh,Yellow,Wilting,No,26.5308998,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Telangana,Green,Absent,No,34.66681537,Low,Warm,Oilseeds,Hybrid,Normal
Maharashtra,Green,Absent,No,19.83202553,High,Warm,Grains,Hybrid,Normal
West Bengal,Brown,Lesions,No,28.62564221,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Haryana,Brown,Lesions,No,29.31969387,High,Warm,Grains,Region-Specific,Bacterial Blight
Chhattisgarh,Green,Twist or Curl upwards,Yes,27.14648834,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Telangana,Green,Twist or Curl upwards,Yes,16.77156679,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Haryana,Green,Absent,No,28.53744552,Mid,Warm,Oilseeds,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,16.28189422,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Haryana,Green,Twist or Curl upwards,Yes,26.92285299,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Green,Absent,No,29.79162354,Low,Warm,Grains,Region-Specific,Normal
Maharashtra,Green,Absent,No,19.21939781,Low,Warm,Oilseeds,Hybrid,Normal
West Bengal,Green,Absent,No,31.83244015,Low,Warm,Oilseeds,Hybrid,Normal
Karnataka,Green,Absent,No,15.60707611,Mid,Warm,Legumes,Region-Specific,Normal
Rajasthan,Green,Absent,No,31.87625727,High,Warm,Legumes,Region-Specific,Normal
Andhra Pradesh,Brown,Lesions,No,24.20658101,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
West Bengal,Yellow,Wilting,No,19.3517588,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Uttar Pradesh,Yellow,Wilting,No,17.6755629,Low,Moist,Grains,Region-Specific,Fusarium Wilt
Gujarat,Green,Absent,No,34.06614335,Low,Warm,Grains,Hybrid,Normal
Punjab,Green,Twist or Curl upwards,Yes,16.45331175,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Yellow,Wilting,No,18.9818684,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Haryana,Green,Absent,No,21.95644695,Low,Warm,Grains,Region-Specific,Normal
Rajasthan,Yellow,Wilting,No,27.40469698,High,Dry,Legumes,Hybrid,Verticillium Wilt
Karnataka,Brown,Lesions,No,25.89602171,High,Warm,Grains,Hybrid,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,17.51286985,Low,Moist,Grains,Hybrid,Fusarium Wilt
Jharkhand,Brown,Lesions,No,20.79455967,Mid,Warm,Grains,Hybrid,Bacterial Blight
Gujarat,Green,Twist or Curl upwards,Yes,19.77503542,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Odisha,Green,Twist or Curl upwards,Yes,19.27085709,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,23.22288673,High,Warm,Grains,Hybrid,Normal
Rajasthan,Green,Twist or Curl upwards,Yes,29.08062905,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Green,Twist or Curl upwards,Yes,19.34905864,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Brown,Lesions,No,22.33357759,High,Warm,Legumes,Hybrid,Bacterial Blight
Andhra Pradesh,Yellow,Wilting,No,22.81834854,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Odisha,Yellow,Wilting,No,34.52913059,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,34.09332714,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Karnataka,Green,Twist or Curl upwards,Yes,31.00275166,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Gujarat,Brown,Lesions,No,19.83317842,High,Warm,Legumes,Region-Specific,Bacterial Blight
Gujarat,Yellow,Wilting,No,16.36074628,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Gujarat,Brown,Lesions,No,21.33808275,High,Warm,Legumes,Region-Specific,Bacterial Blight
Andhra Pradesh,Yellow,Wilting,No,20.33589099,High,Dry,Grains,Region-Specific,Verticillium Wilt
Odisha,Brown,Lesions,No,25.118516,Mid,Warm,Oilseeds,Region-Specific,Bacterial Blight
Haryana,Yellow,Wilting,No,30.5545582,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Tamil Nadu,Yellow,Wilting,No,32.16645878,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,31.89728171,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,22.19351122,High,Dry,Legumes,Hybrid,Verticillium Wilt
Punjab,Green,Absent,No,28.74468687,Low,Warm,Grains,Hybrid,Normal
Chhattisgarh,Green,Twist or Curl upwards,Yes,21.25668395,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,16.21811086,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Tamil Nadu,Brown,Lesions,No,29.03130531,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Maharashtra,Yellow,Wilting,No,15.19655105,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Chhattisgarh,Yellow,Wilting,No,23.18365175,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Karnataka,Yellow,Wilting,No,21.58758539,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Andhra Pradesh,Green,Absent,No,28.86755077,Mid,Warm,Legumes,Hybrid,Normal
Madhya Pradesh,Green,Absent,No,30.32490946,Low,Warm,Grains,Region-Specific,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,21.08189272,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Punjab,Green,Absent,No,31.23254029,Low,Warm,Oilseeds,Hybrid,Normal
Maharashtra,Yellow,Wilting,No,20.87833521,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Haryana,Green,Twist or Curl upwards,Yes,23.9265272,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Odisha,Green,Twist or Curl upwards,Yes,29.54037054,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Yellow,Wilting,No,28.85840458,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
West Bengal,Green,Absent,No,34.74736945,Mid,Warm,Oilseeds,Region-Specific,Normal
Tamil Nadu,Brown,Lesions,No,19.50322048,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Karnataka,Brown,Lesions,No,28.24635827,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,27.19363817,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,33.30196909,Low,Moist,Grains,Hybrid,Fusarium Wilt
Maharashtra,Yellow,Wilting,No,18.12724283,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,30.03596327,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Jharkhand,Green,Absent,No,26.36537233,Mid,Warm,Legumes,Region-Specific,Normal
Odisha,Green,Absent,No,20.4933174,Mid,Warm,Grains,Hybrid,Normal
Telangana,Green,Twist or Curl upwards,Yes,24.48869828,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Green,Twist or Curl upwards,Yes,21.67553194,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Green,Twist or Curl upwards,Yes,26.58626806,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Green,Twist or Curl upwards,Yes,32.78001222,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Haryana,Brown,Lesions,No,26.38609969,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Chhattisgarh,Green,Twist or Curl upwards,Yes,27.63444837,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Maharashtra,Green,Twist or Curl upwards,Yes,25.37495694,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Odisha,Green,Twist or Curl upwards,Yes,16.02331013,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Yellow,Wilting,No,19.65717114,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,24.84003459,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
West Bengal,Yellow,Wilting,No,21.20470567,High,Dry,Grains,Hybrid,Verticillium Wilt
Madhya Pradesh,Green,Twist or Curl upwards,Yes,18.63527196,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Rajasthan,Green,Twist or Curl upwards,Yes,25.08265684,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Uttar Pradesh,Brown,Lesions,No,21.45619587,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Rajasthan,Green,Twist or Curl upwards,Yes,20.16215286,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Yellow,Wilting,No,24.27970835,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Madhya Pradesh,Green,Absent,No,17.66568516,Mid,Warm,Oilseeds,Hybrid,Normal
Odisha,Green,Twist or Curl upwards,Yes,33.55491466,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Green,Twist or Curl upwards,Yes,32.35404196,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Green,Twist or Curl upwards,Yes,29.15241171,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Brown,Lesions,No,17.12427655,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Uttar Pradesh,Green,Absent,No,30.51754509,Mid,Warm,Legumes,Region-Specific,Normal
Andhra Pradesh,Brown,Lesions,No,31.15914656,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Jharkhand,Brown,Lesions,No,30.35529235,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Telangana,Brown,Lesions,No,17.27931774,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,27.87815914,Mid,Moist,Grains,Hybrid,Fusarium Wilt
West Bengal,Green,Absent,No,31.68649591,Low,Warm,Grains,Hybrid,Normal
Haryana,Yellow,Wilting,No,26.54706802,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Andhra Pradesh,Yellow,Wilting,No,27.9281475,High,Moist,Grains,Region-Specific,Fusarium Wilt
Maharashtra,Green,Absent,No,24.16726959,Low,Warm,Oilseeds,Hybrid,Normal
Chhattisgarh,Yellow,Wilting,No,25.5741464,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
West Bengal,Green,Absent,No,15.68753717,Low,Warm,Grains,Hybrid,Normal
Telangana,Green,Twist or Curl upwards,Yes,27.77926044,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Madhya Pradesh,Brown,Lesions,No,16.62894426,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Telangana,Yellow,Wilting,No,23.70029189,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Chhattisgarh,Green,Absent,No,20.85310195,Mid,Warm,Oilseeds,Hybrid,Normal
Uttar Pradesh,Yellow,Wilting,No,25.908559,High,Dry,Legumes,Region-Specific,Verticillium Wilt
West Bengal,Yellow,Wilting,No,17.66832671,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Jharkhand,Yellow,Wilting,No,28.83286804,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Odisha,Green,Absent,No,30.90023074,Low,Warm,Oilseeds,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,18.26708899,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Punjab,Yellow,Wilting,No,17.08626175,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,17.91030966,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,32.54255124,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Chhattisgarh,Brown,Lesions,No,25.56378524,Low,Warm,Grains,Region-Specific,Bacterial Blight
Maharashtra,Yellow,Wilting,No,24.34521992,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Maharashtra,Brown,Lesions,No,17.13423638,Low,Warm,Legumes,Hybrid,Bacterial Blight
Gujarat,Brown,Lesions,No,27.99112014,High,Warm,Legumes,Region-Specific,Bacterial Blight
West Bengal,Green,Absent,No,32.35999184,Mid,Warm,Oilseeds,Region-Specific,Normal
Telangana,Yellow,Wilting,No,31.56371739,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Tamil Nadu,Green,Absent,No,27.52109418,Mid,Warm,Grains,Hybrid,Normal
Karnataka,Green,Twist or Curl upwards,Yes,16.50557433,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,17.24794054,Mid,Warm,Grains,Hybrid,Bacterial Blight
Uttar Pradesh,Yellow,Wilting,No,15.98617974,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Rajasthan,Brown,Lesions,No,20.14958433,High,Warm,Grains,Hybrid,Bacterial Blight
Jharkhand,Green,Twist or Curl upwards,Yes,17.71322934,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Odisha,Brown,Lesions,No,20.20096081,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Tamil Nadu,Green,Absent,No,22.70116111,High,Warm,Oilseeds,Region-Specific,Normal
Rajasthan,Yellow,Wilting,No,33.85965568,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
West Bengal,Yellow,Wilting,No,27.2075212,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Jharkhand,Green,Absent,No,31.69947571,Mid,Warm,Legumes,Hybrid,Normal
Rajasthan,Yellow,Wilting,No,29.20703001,High,Moist,Grains,Hybrid,Fusarium Wilt
Jharkhand,Yellow,Wilting,No,17.25006261,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Punjab,Green,Twist or Curl upwards,Yes,29.71840813,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Brown,Lesions,No,20.50197763,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,27.78215694,High,Dry,Grains,Hybrid,Verticillium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,21.81923947,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,34.95344527,High,Moist,Grains,Region-Specific,Fusarium Wilt
Punjab,Yellow,Wilting,No,20.27102959,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Telangana,Green,Twist or Curl upwards,Yes,20.58260942,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,33.61344511,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Telangana,Green,Absent,No,15.49288809,Low,Warm,Legumes,Region-Specific,Normal
Haryana,Brown,Lesions,No,28.93377976,Low,Warm,Grains,Region-Specific,Bacterial Blight
Rajasthan,Green,Twist or Curl upwards,Yes,29.50652781,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Haryana,Green,Absent,No,31.72757155,High,Warm,Oilseeds,Region-Specific,Normal
Gujarat,Yellow,Wilting,No,34.48878621,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Odisha,Yellow,Wilting,No,34.51203838,High,Dry,Legumes,Hybrid,Verticillium Wilt
Punjab,Brown,Lesions,No,16.30553515,Low,Warm,Legumes,Hybrid,Bacterial Blight
West Bengal,Yellow,Wilting,No,31.43678646,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,27.92619867,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
